date,kw
2019/3/30,107181.1542
2019/3/31,96819.5064
2019/4/1,112591.7148
2019/4/2,110305.5774
2019/4/3,109311.7506
2019/4/4,92050.8288
2019/4/5,57506.3724
2019/4/6,65793.7254
2019/4/7,95876.2116
2019/4/8,109855.1196
2019/4/9,109275.192
2019/4/10,114215.7624
2019/4/11,104716.8288
2019/4/12,105442.3176
2019/4/13,107815.0026
2019/4/14,102873.6432
2019/4/15,104568.4524
2019/4/16,104293.4022
2019/4/17,106809.9972
2019/4/18,102690.6384
2019/4/19,104968.2918
2019/4/20,103851.0204
2019/4/21,95431.392
2019/4/22,106313.7306
2019/4/23,116694.6294
2019/4/24,114307.6428
2019/4/25,115547.763
2019/4/26,113324.2686
2019/4/27,106272.6828
2019/4/28,101373.5502
2019/4/29,103197.1482
2019/4/30,97323.8964
2019/5/1,47146.4676
2019/5/2,52875.0186
2019/5/3,73346.0658
2019/5/4,91618.4964
2019/5/5,98101.0494
2019/5/6,104240.7606
2019/5/7,99372.8544
2019/5/8,106037.8326
2019/5/9,106759.2678
2019/5/10,104193.8442
2019/5/11,100474.8876
2019/5/12,92308.3236
2019/5/13,108916.5
2019/5/14,108795.3462
2019/5/15,107697.7218
2019/5/16,105956.1138
2019/5/17,107147.3664
2019/5/18,103370.6724
2019/5/19,97149.2832
2019/5/20,101118.3576
2019/5/21,108516.9006
2019/5/22,105945.2712
2019/5/23,104266.5486
2019/5/24,106699.8996
2019/5/25,105461.5716
2019/5/26,90529.6872
2019/5/27,104139.6816
2019/5/28,99835.296
2019/5/29,104229.7638
2019/5/30,99803.6004
2019/5/31,96811.8486
2019/6/1,96440.9526
2019/6/2,91741.1232
2019/6/3,103205.8482
2019/6/4,105472.3782
2019/6/5,99916.7298
2019/6/6,96464.5794
2019/6/7,53907.9846
2019/6/8,1283.472
2019/6/9,1818.696
2019/6/10,501.228
2019/6/11,927.84
2019/6/12,98541.4746
2019/6/13,85664.5122
2019/6/14,18526.2492
2019/6/15,2.82
2019/6/16,2.82
2019/6/17,33574.0608
2019/6/18,95344.3494
2019/6/19,82100.145
2019/6/20,101955.6798
2019/6/21,104240.7888
2019/6/22,97619.037
2019/6/23,71319.174
2019/6/24,76879.3176
2019/6/25,80875.5192
2019/6/26,80134.7076
2019/6/27,84507.3582
2019/6/28,89051.4198
2019/6/29,87547.0284
2019/6/30,82886.2524
2019/7/1,98878.0116
2019/7/2,98761.5222
2019/7/3,102240.4068
2019/7/4,102880.5702
2019/7/5,106263.1176
2019/7/6,292.452
2019/7/7,96630.0312
2019/7/8,106374.2538
2019/7/9,107192.463
2019/7/10,104719.3356
2019/7/11,34360.8342
2019/7/12,100937.4066
2019/7/13,101170.1988
2019/7/14,93039.7464
2019/7/15,106793.2026
2019/7/16,101287.9008
2019/7/17,108336.9414
2019/7/18,105978.3174
2019/7/19,39765.672
2019/7/20,2771.718
2019/7/21,430.56
2019/7/22,8948.262
2019/7/23,103378.341
2019/7/24,108190.5258
2019/7/25,103207.1712
2019/7/26,102097.4106
2019/7/27,102668.3016
2019/7/28,95866.6548
2019/7/29,840.63
2019/7/30,106145.0994
2019/7/31,102755.1744
2019/8/1,99967.6866
2019/8/2,105240.2118
2019/8/3,104180.7642
2019/8/4,94465.6242
2019/8/5,108287.5836
2019/8/6,107286.1878
2019/8/7,111968.2908
2019/8/8,111525.735
2019/8/9,111697.5594
2019/8/10,106191.7968
2019/8/11,89159.538
2019/8/12,103946.1726
2019/8/13,105443.4624
2019/8/14,105063.831
2019/8/15,104066.7438
2019/8/16,102428.1486
2019/8/17,101262.699
2019/8/18,93827.001
2019/8/19,105022.5942
2019/8/20,106274.0442
2019/8/21,105729.7752
2019/8/22,105126.4122
2019/8/23,106154.3802
2019/8/24,100095.7362
2019/8/25,89400.3492
2019/8/26,102273.7092
2019/8/27,106710.8196
2019/8/28,107157.5352
2019/8/29,107173.6464
2019/8/30,104783.145
2019/8/31,96985.3878
2019/9/1,88919.6304
2019/9/2,101245.935
2019/9/3,105975.7158
2019/9/4,106164.8022
2019/9/5,106283.6688
2019/9/6,107830.671
2019/9/7,103502.4918
2019/9/8,97728.3252
2019/9/9,111570.6828
2019/9/10,110594.4282
2019/9/11,111011.0844
2019/9/12,91191.8034
2019/9/13,50203.3512
2019/9/14,54266.7366
2019/9/15,85672.9152
2019/9/16,105029.6094
2019/9/17,103817.9202
2019/9/18,105915.162
2019/9/19,106669.653
2019/9/20,106198.4022
2019/9/21,106555.314
2019/9/22,99966.6102
2019/9/23,105548.7264
2019/9/24,107308.7628
2019/9/25,106390.3044
2019/9/26,105414.4212
2019/9/27,106777.848
2019/9/28,105558.435
2019/9/29,104455.4436
2019/9/30,83297.7318
2019/10/1,47731.8426
2019/10/2,50497.0182
2019/10/3,64281.4788
2019/10/4,82988.2578
2019/10/5,93618.0612
2019/10/6,95162.121
2019/10/7,101054.9196
2019/10/8,106552.716
2019/10/9,105880.1676
2019/10/10,107345.3994
2019/10/11,103255.6512
2019/10/12,107469.2358
2019/10/13,95787.1584
2019/10/14,106089.7224
2019/10/15,94790.4546
2019/10/16,101965.2552
2019/10/17,87435.7014
2019/10/18,104807.4966
2019/10/19,102414.6696
2019/10/20,89831.1234
2019/10/21,103141.0152
2019/10/22,106520.5242
2019/10/23,95284.6764
2019/10/24,104922.7008
2019/10/25,93499.7664
2019/10/26,79990.17
2019/10/27,92644.3614
2019/10/28,93151.8786
2019/10/29,101362.5234
2019/10/30,83157.2688
2019/10/31,97805.8848
2019/11/1,95896.9482
2019/11/2,96586.32
2019/11/3,89860.2786
2019/11/4,99197.2272
2019/11/5,99503.9316
2019/11/6,100525.9908
2019/11/7,102386.634
2019/11/8,100814.3934
2019/11/9,24121.998
2019/11/10,92988.4026
2019/11/11,95411.6898
2019/11/12,99716.0154
2019/11/13,104286.0312
2019/11/14,100199.0106
2019/11/15,99964.2954
2019/11/16,95562.9612
2019/11/17,86864.2464
2019/11/18,96596.6424
2019/11/19,99037.1406
2019/11/20,96889.7316
2019/11/21,97762.4928
2019/11/22,99866.5974
2019/11/23,97636.9644
2019/11/24,90904.2798
2019/11/25,97138.1658
2019/11/26,93741.8304
2019/11/27,99398.3298
2019/11/28,98699.958
2019/11/29,100380.5148
2019/11/30,93437.5176
2019/12/1,86652.1734
2019/12/2,36398.4522
2019/12/3,98504.0928
2019/12/4,97055.1606
2019/12/5,99743.313
2019/12/6,46157.928
2019/12/7,95168.7738
2019/12/8,89040.8256
2019/12/9,98535.36
2019/12/10,91527.1458
2019/12/11,96227.202
2019/12/12,86015.7312
2019/12/13,97973.1912
2019/12/14,94724.3262
2019/12/15,86778.8388
2019/12/16,87810.057
2019/12/17,100319.8098
2019/12/18,87402.3348
2019/12/19,99182.7126
2019/12/20,100625.3892
2019/12/21,97502.5974
2019/12/22,85498.8054
2019/12/23,94349.5266
2019/12/24,96431.4456
2019/12/25,98851.8432
2019/12/26,95559.237
2019/12/27,94881.7008
2019/12/28,93089.6616
2019/12/29,86902.299
2019/12/30,89882.622
2019/12/31,75158.331
2020/1/1,56778.9192
2020/1/2,64790.8734
2020/1/3,88375.9074
2020/1/4,82750.188
2020/1/5,83213.0802
2020/1/6,80866.248
2020/1/7,77793.3912
2020/1/8,74976.8916
2020/1/9,76340.4306
2020/1/10,76142.2884
2020/1/11,70088.6898
2020/1/12,62754.0822
2020/1/13,51269.6598
2020/1/14,55639.3386
2020/1/15,49661.727
2020/1/16,45042.0834
2020/1/17,42290.1444
2020/1/18,33372.9996
2020/1/19,32967.9024
2020/1/20,29895.7338
2020/1/21,25923.012
2020/1/22,21643.581
2020/1/23,19151.3904
2020/1/24,18726.4326
2020/1/25,18987.5424
2020/1/26,10027.9578
2020/1/27,16920.5088
2020/1/28,19619.3736
2020/1/29,17074.0038
2020/1/30,16422.1074
2020/1/31,14509.3596
2020/2/1,19633.4718
2020/2/2,19817.7666
2020/2/3,20023.4016
2020/2/4,25416.3516
2020/2/5,26593.2978
2020/2/6,26582.196
2020/2/7,26972.0694
2020/2/8,24123.1458
2020/2/9,27110.9202
2020/2/10,22549.9356
2020/2/11,29648.8698
2020/2/12,3675.5352
2020/2/13,30634.9332
2020/2/14,27561.1416
2020/2/15,27868.3452
2020/2/16,27027.8706
2020/2/17,30931.4286
2020/2/18,32684.4516
2020/2/19,32881.2804
2020/2/20,27013.6044
2020/2/21,25042.1928
2020/2/22,26964.3756
2020/2/23,28655.2842
2020/2/24,32164.0122
2020/2/25,33827.9694
2020/2/26,39921.393
2020/2/27,43758.8238
2020/2/28,46930.7076
2020/2/29,45386.2794
2020/3/1,46580.868
2020/3/2,49859.544
2020/3/3,47432.1024
2020/3/4,58366.749
2020/3/5,59346.654
2020/3/6,61425.0114
2020/3/7,63021.8418
2020/3/8,62944.1634
2020/3/9,66772.0248
2020/3/10,69204.8658
2020/3/11,71732.4162
2020/3/12,75440.8482
2020/3/13,78566.3736
2020/3/14,73028.223
2020/3/15,67463.616
2020/3/16,79298.253
2020/3/17,81181.3206
2020/3/18,83488.6902
2020/3/19,84133.1568
2020/3/20,81770.8932
2020/3/21,80709.3246
2020/3/22,77038.6818
2020/3/23,86005.1202
2020/3/24,79927.6956
2020/3/25,87142.4346
2020/3/26,84294.8196
2020/3/27,85707.5568
2020/3/28,86584.8894
2020/3/29,82306.896
2020/3/30,88910.9142
2020/3/31,87491.4942
2020/4/1,77800.1118
2020/4/2,88551.4272
2020/4/3,75413.157
2020/4/4,58555.9242
2020/4/5,60511.9368
2020/4/6,79143.5376
2020/4/7,87645.684
2020/4/8,88618.0986
2020/4/9,88617.6132
2020/4/10,87891.4038
2020/4/11,81399.3654
2020/4/12,77031.2454
2020/4/13,84245.3718
2020/4/14,83663.4792
2020/4/15,82227.8106
2020/4/16,87885.8124
2020/4/17,86272.8498
2020/4/18,80659.5372
2020/4/19,74316.435
2020/4/20,85060.1592
2020/4/21,88031.7498
2020/4/22,83529.1002
2020/4/23,85369.0944
2020/4/24,84472.2852
2020/4/25,81075.2154
2020/4/26,77138.6694
2020/4/27,85886.7984
2020/4/28,88451.8128
2020/4/29,87334.245
2020/4/30,69573.342
2020/5/1,47123.691
2020/5/2,49849.0386
2020/5/3,65276.373
2020/5/4,76608.4404
2020/5/5,82062.9906
2020/5/6,96007.6704
2020/5/7,97568.265
2020/5/8,99771.9288
2020/5/9,94434.3204
2020/5/10,85107.561
2020/5/11,90190.035
2020/5/12,96624.0546
2020/5/13,97325.0262
2020/5/14,96629.2458
2020/5/15,96771.9306
2020/5/16,88574.5212
2020/5/17,80698.5672
2020/5/18,91561.9278
2020/5/19,97500.1104
2020/5/20,94200.057
2020/5/21,99443.6916
2020/5/22,96238.4928
2020/5/23,92670.669
2020/5/24,85754.1336
2020/5/25,96810.267
2020/5/26,91479.8292
2020/5/27,96403.0104
2020/5/28,96556.8636
2020/5/29,96315.6444
2020/5/30,91365.285
2020/5/31,81617.2752
2020/6/1,89530.5258
2020/6/2,89263.806
2020/6/3,91376.3796
2020/6/4,93841.1322
2020/6/5,93252.2562
2020/6/6,86358.7158
2020/6/7,82359.4536
2020/6/8,92499.858
2020/6/9,90377.736
2020/6/10,90035.061
2020/6/11,89507.5476
2020/6/12,93140.7492
2020/6/13,86470.647
2020/6/14,80732.5164
2020/6/15,89776.473
2020/6/16,91569.2346
2020/6/17,93831.8958
2020/6/18,93081.0102
2020/6/19,92547.7926
2020/6/20,89575.8558
2020/6/21,79793.6652
2020/6/22,93501.5898
2020/6/23,96501.567
2020/6/24,85995.5436
2020/6/25,57544.6524
2020/6/26,63292.3896
2020/6/27,86725.056
2020/6/28,87626.3694
2020/6/29,92252.5614
2020/6/30,89776.3344
2020/7/1,90474.0246
2020/7/2,93411.63
2020/7/3,544.8
2020/7/4,92072.4744
2020/7/5,86598.006
2020/7/6,95397.711
2020/7/7,98150.1594
2020/7/8,98432.0772
2020/7/9,99430.53
2020/7/10,97832.8086
2020/7/11,92034.591
2020/7/12,87325.4382
2020/7/13,99506.5472
2020/7/14,103179.72
2020/7/15,98913.0342
2020/7/16,100810.9926
2020/7/17,100318.2438
2020/7/18,98418.1722
2020/7/19,94177.0038
2020/7/20,104486.5314
2020/7/21,99244.653
2020/7/22,99208.2408
2020/7/23,101066.4096
2020/7/24,585.336
2020/7/25,95738.8308
2020/7/26,86259.3294
2020/7/27,99726.0156
2020/7/28,100728.5694
2020/7/29,102119.0088
2020/7/30,101567.1708
2020/7/31,94072.2198
2020/8/1,85405.4652
2020/8/2,89415.144
2020/8/3,98434.3146
2020/8/4,101119.4562
2020/8/5,100461.8838
2020/8/6,101755.4016
2020/8/7,100321.5264
2020/8/8,97627.9614
2020/8/9,92168.8872
2020/8/10,99927.8928
2020/8/11,99405.4326
2020/8/12,97771.8222
2020/8/13,99985.9248
2020/8/14,101009.8446
2020/8/15,94145.4162
2020/8/16,90065.5902
2020/8/17,101494.218
2020/8/18,101204.073
2020/8/19,100483.4952
2020/8/20,103693.782
2020/8/21,103201.5714
2020/8/22,99594.5904
2020/8/23,94728.7212
2020/8/24,105527.9094
2020/8/25,83573.889
2020/8/26,102746.5086
2020/8/27,105228.7596
2020/8/28,56318.406
2020/8/29,4.8
2020/8/30,96391.8798
2020/8/31,83474.2806
2020/9/1,101017.8162
2020/9/2,75766.5078
2020/9/3,104110.5486
2020/9/4,104300.3544
2020/9/5,99054.2976
2020/9/6,93611.4726
2020/9/7,105576.7212
2020/9/8,5827.0212
2020/9/9,107080.2576
2020/9/10,105447.3852
2020/9/11,104464.5612
2020/9/12,103430.6928
2020/9/13,94819.3938
2020/9/14,104128.461
2020/9/15,105088.7514
2020/9/16,104991.8502
2020/9/17,106788.3306
2020/9/18,104722.5984
2020/9/19,99864.8352
2020/9/20,93455.6166
2020/9/21,106402.6584
2020/9/22,107861.4354
2020/9/23,104959.9212
2020/9/24,104660.9034
2020/9/25,103327.0104
2020/9/26,101918.9532
2020/9/27,100155.8904
2020/9/28,104516.472
2020/9/29,102107.0364
2020/9/30,78200.2428
2020/10/1,43765.3278
2020/10/2,46629.2454
2020/10/3,55833.1926
2020/10/4,81071.9826
2020/10/5,90953.2806
2020/10/6,94741.1784
2020/10/7,94135.7664
2020/10/8,97623.4104
2020/10/9,97398.6732
2020/10/10,100123.872
2020/10/11,92628.8766
2020/10/12,100217.6664
2020/10/13,104279.883
2020/10/14,104034.6144
2020/10/15,99446.4408
2020/10/16,98407.491
2020/10/17,96996.8988
2020/10/18,88089.9276
2020/10/19,98811.3246
2020/10/20,101358.7908
2020/10/21,99924.2052
2020/10/22,100971.0894
2020/10/23,101693.7048
2020/10/24,98825.007
2020/10/25,91258.6458
2020/10/26,97501.8222
2020/10/27,99818.3106
2020/10/28,102282.4344
2020/10/29,101077.9476
2020/10/30,100984.0926
2020/10/31,93970.1448
2020/11/1,86104.134
2020/11/2,91602.5856
2020/11/3,99960.6354
2020/11/4,100800.603
2020/11/5,102678.5604
2020/11/6,99623.1006
2020/11/7,98275.0452
2020/11/8,89745.081
2020/11/9,98128.584
2020/11/10,100327.1388
2020/11/11,97017.8082
2020/11/12,96442.0638
2020/11/13,99901.0692
2020/11/14,97580.7018
2020/11/15,87811.677
2020/11/16,95433.2208
2020/11/17,95645.2626
2020/11/18,100207.161
2020/11/19,101700.4086
2020/11/20,14800.866
2020/11/21,26209.152
2020/11/22,92651.4546
2020/11/23,88673.2794
2020/11/24,97868.1762
2020/11/25,98341.8576
2020/11/26,95707.6356
2020/11/27,92733.1344
2020/11/28,91477.5216
2020/11/29,82703.3454
2020/11/30,88706.8368
2020/12/1,92228.8608
2020/12/2,92752.6662
2020/12/3,97145.3616
2020/12/4,99058.2708
2020/12/5,95645.7708
2020/12/6,88148.6742
2020/12/7,95632.8486
2020/12/8,95279.763
2020/12/9,96896.8422
2020/12/10,97698.2238
2020/12/11,95104.062
2020/12/12,92851.7994
2020/12/13,87305.9892
2020/12/14,98148.4014
2020/12/15,95545.359
2020/12/16,94310.1822
2020/12/17,96201.5262
2020/12/18,99014.451
2020/12/19,97490.6166
2020/12/20,90666.1548
2020/12/21,93709.9926
2020/12/22,96461.4096
2020/12/23,96294.7836
2020/12/24,96749.6454
2020/12/25,95678.526
2020/12/26,91903.3608
2020/12/27,89914.9512
2020/12/28,93929.1354
2020/12/29,94850.3982
2020/12/30,85605.6024
2020/12/31,58319.574
2021/1/1,48545.9706
2021/1/2,57033.1692
2021/1/3,83926.8222
2021/1/4,93575.139
2021/1/5,93730.8312
2021/1/6,93496.9998
2021/1/7,93515.5824
2021/1/8,91556.6856
2021/1/9,90260.8944
2021/1/10,82300.7238
2021/1/11,74410.647
2021/1/12,89795.901
2021/1/13,88359.234
2021/1/14,84269.3826
2021/1/15,83109.2658
2021/1/16,82904.7636
2021/1/17,75940.1364
2021/1/18,78564.2694
2021/1/19,77070.8094
2021/1/20,70301.2914
2021/1/21,65428.1562
2021/1/22,66638.0046
2021/1/23,64155.1014
2021/1/24,58576.728
2021/1/25,53938.6002
2021/1/27,49946.7804
2021/1/28,40936.8474
2021/1/29,37860.0594
2021/1/30,41238.618
2021/1/31,16350.531
2021/2/1,33830.0214
2021/2/2,36767.5608
2021/2/3,35139.87
2021/2/4,33363.6846
2021/2/5,34913.7078
2021/2/6,32065.3542
2021/2/7,29521.3014
2021/2/8,27034.035
2021/2/9,26295.4524
2021/2/10,21391.8246
2021/2/11,20151.3348
2021/2/12,19848.8796
2021/2/13,19928.793
2021/2/14,20019.8676
2021/2/15,20224.2132
2021/2/16,20352.1212
2021/2/17,20869.0686
2021/2/18,21831.45
2021/2/19,25372.1376
2021/2/20,29715.642
2021/2/21,32837.3634
2021/2/22,42275.5068
2021/2/23,28908.318
2021/2/24,52450.8696
2021/2/25,57034.8294
2021/2/26,58163.3202
2021/2/27,56250.5808
2021/2/28,59948.334
2021/3/1,60242.5752
2021/3/2,66979.8096
2021/3/3,71799.315
2021/3/4,74702.7954
2021/3/5,76711.6188
2021/3/6,82891.1814
2021/3/7,79850.1558
2021/3/8,83962.3096
2021/3/9,89542.1166
2021/3/10,92318.8794
2021/3/11,94196.1414
2021/3/12,93671.2182
2021/3/13,93040.5978
2021/3/14,84673.2348
2021/3/15,88291.926
2021/3/16,91826.7396
2021/3/17,93316.6986
2021/3/18,97863.9204
2021/3/19,97320.12
2021/3/20,92732.1648
2021/3/21,84605.2122
2021/3/22,93908.6772
2021/3/23,99228.5538
2021/3/24,98965.068
2021/3/25,99494.8416
2021/3/26,98757.5754
2021/3/27,98042.8674
2021/3/28,93446.1144
2021/3/29,96689.1018
2021/3/30,101898.7578
2021/3/31,94357.506
2021/4/1,99073.452
2021/4/2,99987.9276
2021/4/3,78305.7996
2021/4/4,56008.2678
2021/4/5,62728.776
2021/4/6,87463.9418
2021/4/7,100833.8826
2021/4/8,100592.7618
2021/4/9,99950.439
2021/4/10,99076.3956
2021/4/11,90056.2032
2021/4/12,101531.6868
2021/4/13,104360.8872
2021/4/14,104589.0648
2021/4/15,98825.6838
2021/4/16,97899.4014
2021/4/17,95002.6404
2021/4/18,432.324
2021/4/19,98231.793
2021/4/20,97183.2558
2021/4/21,98228.8068
2021/4/22,100679.4432
2021/4/23,96608.9994
2021/4/24,94850.5686
2021/4/25,88270.4064
2021/4/26,1561.176
2021/4/27,4442.4528
2021/4/28,17142.9708
2021/4/29,29203.6476
2021/4/30,27926.7648
2021/5/1,11440.8978
2021/5/2,15918.2112
2021/5/3,8274.282
2021/5/4,85609.5324
2021/5/5,98222.9658
2021/5/6,98389.7952
2021/5/7,101402.0046
2021/5/8,102623.4258
2021/5/9,96691.308
2021/5/10,98922.2502
2021/5/11,97243.2804
2021/5/12,99190.5072
2021/5/13,74190.561
2021/5/14,100004.1468
2021/5/15,93681.4638
2021/5/16,88800.2376
2021/5/17,93939.6222
2021/5/18,102437.6808
2021/5/19,95157.2682
2021/5/20,20733.0624
2021/5/21,86888.034
2021/5/22,84675.0582
2021/5/23,76097.628
2021/5/24,29429.1258
2021/5/25,83149.656
2021/5/26,76645.6986
2021/5/27,77312.8134
2021/5/28,82217.829
2021/5/29,82971.5442
2021/5/30,81442.7934
2021/5/31,79503.1176
2021/6/1,80809.6116
2021/6/2,84615.7086
2021/6/3,93710.0274
2021/6/4,98894.778
2021/6/5,92684.8446
2021/6/6,96552.6972
2021/6/7,101847.1164
2021/6/8,96930.285
2021/6/9,99032.2128
2021/6/10,98488.9746
2021/6/11,95552.0046
2021/6/12,93318.4038
2021/6/13,79994.9178
2021/6/14,53120.6556
2021/6/15,60346.5504
2021/6/16,98488.215
2021/6/17,97038.0558
2021/6/18,97300.5396
2021/6/19,91478.7584
2021/6/20,85436.565
2021/6/21,90623.7552
2021/6/22,93783.2652
2021/6/23,93605.5356
2021/6/24,83980.8486
2021/6/25,85729.1676
2021/6/26,90147.1974
2021/6/27,84571.6392
2021/6/28,90940.8906
2021/6/29,94785.1524
2021/6/30,89997.2118
2021/7/1,88274.9226
2021/7/2,90661.5084
2021/7/3,92761.2864
2021/7/4,88900.3848
2021/7/5,87714.4254
2021/7/6,93724.9932
2021/7/7,95583.2526
2021/7/8,98566.6062
2021/7/9,94359.0348
2021/7/10,92895.3666
2021/7/11,82566.153
2021/7/12,92252.3532
2021/7/13,97842.627
2021/7/14,94867.4814
2021/7/15,91937.1414
2021/7/16,89307.8304
2021/7/17,86549.2794
2021/7/18,80380.3554
2021/7/19,89106.0678
2021/7/20,90437.8518
2021/7/21,92935.4472
2021/7/22,84188.0736
2021/7/23,76578.8952
2021/7/24,87296.784
2021/7/25,77801.466
2021/7/26,80047.14
2021/7/27,85280.4828
2021/7/28,77374.7292
2021/7/29,82359.15
2021/7/30,82999.9908
2021/7/31,74296.614
2021/8/1,68894.8692
2021/8/2,64462.5864
2021/8/3,78468.8932
2021/8/4,80315.056
2021/8/5,80527.8552
2021/8/6,75492.375
2021/8/7,76014.6252
2021/8/8,69557.1282
2021/8/9,1359.714
2021/8/10,77671.9722
2021/8/11,75082.9398
2021/8/12,80566.7958
2021/8/13,76735.3662
2021/8/14,76869.57
2021/8/15,67583.3286
2021/8/16,78837.6114
2021/8/17,82274.6022
2021/8/18,79368.7974
2021/8/19,80112.0294
2021/8/20,75960.3624
2021/8/21,75788.1582
2021/8/22,73766.3016
2021/8/23,79301.5164
2021/8/24,81454.1934
2021/8/25,80168.85
2021/8/26,76555.1688
2021/8/27,77916.3834
2021/8/28,82662.102
2021/8/29,74703.2514
2021/8/30,79252.9464
2021/8/31,74755.6662
