date,kw
2019/5/24,18324.6558
2019/5/25,19510.866
2019/5/26,20049.5739
2019/5/27,19349.9604
2019/5/28,19944.8796
2019/5/29,18553.6626
2019/5/30,17858.0091
2019/5/31,18009.0867
2019/6/1,18195.9183
2019/6/2,18890.1171
2019/6/3,19102.6524
2019/6/4,19203.9279
2019/6/5,19824.5103
2019/6/6,20170.9191
2019/6/7,21294.9871
2019/6/8,1088.844
2019/6/9,1365.168
2019/6/10,158.16
2019/6/11,291.5448
2019/6/12,19493.3325
2019/6/13,20055.3063
2019/6/14,6398.4654
2019/6/15,237.3
2019/6/16,230.82
2019/6/17,12438.2598
2019/6/18,17475.2196
2019/6/19,20683.3737
2019/6/20,21968.1159
2019/6/21,22338.5511
2019/6/22,23174.4228
2019/6/23,24642.3057
2019/6/24,21774.3504
2019/6/25,19781.4627
2019/6/26,20479.9236
2019/6/27,21463.4259
2019/6/28,22843.4952
2019/6/29,24935.8431
2019/6/30,25590.5616
2019/7/1,24245.0145
2019/7/2,24899.8974
2019/7/3,23336.7957
2019/7/4,22137.4443
2019/7/5,23611.1835
2019/7/6,1171.83
2019/7/7,25375.2117
2019/7/8,24756.6804
2019/7/9,26120.5923
2019/7/10,23759.7069
2019/7/11,22100.9622
2019/7/12,19394.0367
2019/7/13,23751.9462
2019/7/14,24736.5456
2019/7/15,23567.1402
2019/7/16,24431.3202
2019/7/17,25108.0692
2019/7/18,26756.0823
2019/7/19,11844.6033
2019/7/20,1560.492
2019/7/21,386.748
2019/7/22,4491.918
2019/7/23,22377.9948
2019/7/24,22992.7476
2019/7/25,20062.4259
2019/7/26,24063.393
2019/7/27,24604.6299
2019/7/28,24001.5438
2019/7/29,1283.526
2019/7/30,22712.8422
2019/7/31,23322.8544
2019/8/1,21653.8047
2019/8/2,20837.8782
2019/8/3,20217.5658
2019/8/4,21430.5222
2019/8/5,21934.8585
2019/8/6,24188.3835
2019/8/7,23482.1487
2019/8/8,23864.313
2019/8/9,25708.7907
2019/8/10,27288.7617
2019/8/11,27294.6771
2019/8/12,25745.4624
2019/8/13,27211.6902
2019/8/14,25907.8752
2019/8/15,25542.4047
2019/8/16,24526.2459
2019/8/17,24876.8883
2019/8/18,24327.9054
2019/8/19,22347.255
2019/8/20,23398.1172
2019/8/21,23627.8614
2019/8/22,23283.1944
2019/8/23,24286.6626
2019/8/24,22838.124
2019/8/25,25754.3379
2019/8/26,21769.2837
2019/8/27,22190.4348
2019/8/28,23228.1819
2019/8/29,24752.2473
2019/8/30,23399.0775
2019/8/31,23135.5935
2019/9/1,22186.3419
2019/9/2,20770.8312
2019/9/3,19969.1076
2019/9/4,20779.8087
2019/9/5,20896.7664
2019/9/6,21757.7595
2019/9/7,23238.4167
2019/9/8,25216.4466
2019/9/9,23778.5127
2019/9/10,24664.5663
2019/9/11,24642.2514
2019/9/12,23456.5749
2019/9/13,24525.7173
2019/9/14,23443.5024
2019/9/15,22623.9048
2019/9/16,22802.1663
2019/9/17,22732.1082
2019/9/18,21016.5855
2019/9/19,22307.7255
2019/9/20,21297.4077
2019/9/21,20395.0776
2019/9/22,19846.3728
2019/9/23,18642.8703
2019/9/24,19116.9285
2019/9/25,19672.8624
2019/9/26,19951.3089
2019/9/27,20252.0805
2019/9/28,19366.1721
2019/9/29,20075.8413
2019/9/30,20064.1308
2019/10/1,20714.6943
2019/10/2,21507.1167
2019/10/3,21763.0068
2019/10/4,21688.0233
2019/10/5,22280.7012
2019/10/6,22187.5314
2019/10/7,20505.0858
2019/10/8,20027.2395
2019/10/9,19835.784
2019/10/10,20132.5179
2019/10/11,19092.0165
2019/10/12,21692.5305
2019/10/13,20190.588
2019/10/14,20536.4574
2019/10/15,19708.8615
2019/10/16,19126.8219
2019/10/17,18416.8839
2019/10/18,18452.7762
2019/10/19,17839.992
2019/10/20,19052.3214
2019/10/21,18384.6438
2019/10/22,17929.3686
2019/10/23,18133.3107
2019/10/24,18054.798
2019/10/25,17388.3975
2019/10/26,18454.0188
2019/10/27,17011.3473
2019/10/28,14915.5047
2019/10/29,15190.8963
2019/10/30,15166.6857
2019/10/31,15295.3557
2019/11/1,15487.0401
2019/11/2,16998.6282
2019/11/3,17740.3746
2019/11/4,16383.5901
2019/11/5,16224.279
2019/11/6,15869.0097
2019/11/7,15856.3362
2019/11/8,15606.249
2019/11/9,9613.6755
2019/11/10,15889.9386
2019/11/11,15337.2696
2019/11/12,15826.1931
2019/11/13,16369.1718
2019/11/14,15561.7299
2019/11/15,15368.2725
2019/11/16,15908.8908
2019/11/17,16257.9165
2019/11/18,16040.6745
2019/11/19,14865.1062
2019/11/20,14761.317
2019/11/21,14833.9584
2019/11/22,14608.1016
2019/11/23,15208.11
2019/11/24,15737.019
2019/11/25,15339.6057
2019/11/26,14944.2405
2019/11/27,15150.7536
2019/11/28,14945.8005
2019/11/29,14203.4193
2019/11/30,14245.6389
2019/12/1,14551.4697
2019/12/2,6070.2264
2019/12/3,14154.7842
2019/12/4,13922.5665
2019/12/5,14327.7636
2019/12/6,14368.9836
2019/12/7,14565.7296
2019/12/8,14877.9804
2019/12/9,14254.203
2019/12/10,13121.8461
2019/12/11,14184.1164
2019/12/12,12649.164
2019/12/13,14215.7181
2019/12/14,14404.6965
2019/12/15,14495.4816
2019/12/16,14047.3611
2019/12/17,14718.4083
2019/12/18,15231.2631
2019/12/19,15130.2381
2019/12/20,14649.5781
2019/12/21,14527.9836
2019/12/22,14792.0622
2019/12/23,13838.2635
2019/12/24,14710.1973
2019/12/25,14773.7415
2019/12/26,14831.8944
2019/12/27,14449.6176
2019/12/28,14767.6056
2019/12/29,14674.0056
2019/12/30,14260.8093
2019/12/31,14514.8688
2020/1/1,15192.6777
2020/1/2,14327.0793
2020/1/3,14511.3576
2020/1/4,14717.8764
2020/1/5,14996.5008
2020/1/6,14789.5833
2020/1/7,13084.2777
2020/1/8,15212.1831
2020/1/9,14946.7584
2020/1/10,14992.7442
2020/1/11,15084.1551
2020/1/12,14582.6457
2020/1/13,12089.8125
2020/1/14,13749.4116
2020/1/15,13687.6329
2020/1/16,13904.0082
2020/1/17,13564.5861
2020/1/18,12917.4135
2020/1/19,13053.7986
2020/1/20,12706.0122
2020/1/21,11531.4402
2020/1/22,12054.0843
2020/1/23,11999.898
2020/1/24,11643.2409
2020/1/25,11236.7343
2020/1/26,10363.3089
2020/1/27,10394.0877
2020/1/28,9250.6488
2020/1/29,10067.2896
2020/1/30,10044.3048
2020/1/31,9877.4022
2020/2/1,9232.725
2020/2/2,9307.0686
2020/2/3,9624.1563
2020/2/4,9700.5315
2020/2/5,9715.7508
2020/2/6,9615.6564
2020/2/7,9872.955
2020/2/8,9593.3016
2020/2/9,9553.6506
2020/2/10,8937.7911
2020/2/11,9716.8593
2020/2/12,2684.5014
2020/2/13,9784.2147
2020/2/14,9677.5938
2020/2/15,9956.2587
2020/2/16,8474.7855
2020/2/17,9823.0566
2020/2/18,9837.2115
2020/2/19,9744.0519
2020/2/20,9752.4285
2020/2/21,9752.9895
2020/2/22,9919.9842
2020/2/23,9871.7145
2020/2/24,9901.0596
2020/2/25,9466.9182
2020/2/26,10515.3996
2020/2/27,10915.8309
2020/2/28,10892.2509
2020/2/29,10817.673
2020/3/1,10963.1874
2020/3/2,11255.4729
2020/3/3,10998.7356
2020/3/4,11061.5928
2020/3/5,10938.7818
2020/3/6,10877.6301
2020/3/7,11102.9172
2020/3/8,11415.8793
2020/3/9,11382.6231
2020/3/10,11433.966
2020/3/11,11173.6017
2020/3/12,11266.2816
2020/3/13,11678.1339
2020/3/14,11527.2768
2020/3/15,11290.6368
2020/3/16,11488.8441
2020/3/17,11720.1291
2020/3/18,11840.3925
2020/3/19,11922.9381
2020/3/20,11797.6989
2020/3/21,11939.9382
2020/3/22,11168.4435
2020/3/23,12654.5775
2020/3/24,13096.2576
2020/3/25,13042.3314
2020/3/26,13163.0802
2020/3/27,13387.5039
2020/3/28,12627.3864
2020/3/29,12114.0549
2020/3/30,11602.8246
2020/3/31,11137.9236
2020/4/1,11508.7092
2020/4/2,11791.7487
2020/4/3,11779.8045
2020/4/4,11755.4103
2020/4/5,11419.383
2020/4/6,11530.4634
2020/4/7,11642.6427
2020/4/8,11883.264
2020/4/9,12064.8693
2020/4/10,12055.3164
2020/4/11,12487.8627
2020/4/12,12151.0425
2020/4/13,11633.4468
2020/4/14,12131.2206
2020/4/15,12104.4393
2020/4/16,12478.2432
2020/4/17,12934.3221
2020/4/18,13501.1589
2020/4/19,13825.5789
2020/4/20,14341.3359
2020/4/21,15684.8874
2020/4/22,14908.941
2020/4/23,12621.9567
2020/4/24,12592.9512
2020/4/25,12504.4152
2020/4/26,12901.4538
2020/4/27,13110.3192
2020/4/28,13960.0059
2020/4/29,14335.5315
2020/4/30,15009.4419
2020/5/1,15436.5222
2020/5/2,16199.7966
2020/5/3,16568.6523
2020/5/4,17699.9397
2020/5/5,18923.7486
2020/5/6,19145.331
2020/5/7,20382.5892
2020/5/8,20608.3773
2020/5/9,20935.6113
2020/5/10,21500.034
2020/5/11,18731.0457
2020/5/12,18812.7315
2020/5/13,18751.3464
2020/5/14,18611.9229
2020/5/15,19342.314
2020/5/16,20134.8336
2020/5/17,18863.8914
2020/5/18,18212.1243
2020/5/19,18743.1297
2020/5/20,19828.5159
2020/5/21,20087.2878
2020/5/22,19664.0631
2020/5/23,19118.6124
2020/5/24,19235.571
2020/5/25,18700.2774
2020/5/26,19701.2109
2020/5/27,19302.2334
2020/5/28,18366.2409
2020/5/29,19734.6177
2020/5/30,20379.8118
2020/5/31,20777.8458
2020/6/1,19236.3291
2020/6/2,19310.5281
2020/6/3,18902.0997
2020/6/4,20199.321
2020/6/5,21111.7719
2020/6/6,20249.7516
2020/6/7,20008.3386
2020/6/8,20120.3268
2020/6/9,20350.0089
2020/6/10,18454.674
2020/6/11,20600.4099
2020/6/12,20803.6146
2020/6/13,22117.485
2020/6/14,22187.2686
2020/6/15,19125.7857
2020/6/16,20407.8708
2020/6/17,20327.0466
2020/6/18,19907.6895
2020/6/19,21019.4652
2020/6/20,21750.7584
2020/6/21,22126.8177
2020/6/22,21839.6094
2020/6/23,23449.7607
2020/6/24,23401.0563
2020/6/25,22799.9694
2020/6/26,21721.5441
2020/6/27,22954.1637
2020/6/28,22517.4063
2020/6/29,21562.0992
2020/6/30,24026.949
2020/7/1,24605.1048
2020/7/2,23336.7237
2020/7/3,55.92
2020/7/4,22323.9
2020/7/5,21818.9661
2020/7/6,21338.7162
2020/7/7,22179.237
2020/7/8,23418.1806
2020/7/9,23739.4488
2020/7/10,24464.2119
2020/7/11,24514.9602
2020/7/12,25154.7354
2020/7/13,23408.5143
2020/7/14,23974.1406
2020/7/15,24420.5622
2020/7/16,25044.1962
2020/7/17,24522.2877
2020/7/18,24665.0664
2020/7/19,25518.2883
2020/7/20,24437.0946
2020/7/21,24953.103
2020/7/22,24897.5112
2020/7/23,24370.9551
2020/7/24,446.892
2020/7/25,25218.2781
2020/7/26,26171.5209
2020/7/27,24706.1586
2020/7/28,24944.205
2020/7/29,25055.4195
2020/7/30,25262.2551
2020/7/31,24896.0046
2020/8/1,22006.8963
2020/8/2,21874.689
2020/8/3,20356.0992
2020/8/4,20202.2703
2020/8/5,20965.8411
2020/8/6,19675.0476
2020/8/7,21832.6935
2020/8/8,22367.6169
2020/8/9,24469.5117
2020/8/10,23241.5256
2020/8/11,24696.8769
2020/8/12,23305.2405
2020/8/13,21500.3097
2020/8/14,21040.9524
2020/8/15,21472.5378
2020/8/16,22120.5612
2020/8/17,21763.0221
2020/8/18,21768.0762
2020/8/19,21124.8759
2020/8/20,20769.8166
2020/8/21,22147.7529
2020/8/22,22877.3823
2020/8/23,23335.7283
2020/8/24,22955.2143
2020/8/25,18576.6948
2020/8/26,25088.7024
2020/8/27,23190.3993
2020/8/28,15972.5004
2020/8/29,42.24
2020/8/30,24672.1353
2020/8/31,22587.318
2020/9/1,23278.6833
2020/9/2,22918.9215
2020/9/3,24273.5991
2020/9/4,25019.9736
2020/9/5,23777.6376
2020/9/6,23054.3313
2020/9/7,22253.8401
2020/9/8,3978.7218
2020/9/9,21511.8522
2020/9/10,20899.9941
2020/9/11,21908.5494
2020/9/12,22035.5112
2020/9/13,21754.1637
2020/9/14,20712.5115
2020/9/15,20916.3651
2020/9/16,20061.8211
2020/9/17,20939.4225
2020/9/18,21583.9389
2020/9/19,19862.4528
2020/9/20,20098.2378
2020/9/21,20142.6072
2020/9/22,20808.6123
2020/9/23,21425.4222
2020/9/24,19911.1287
2020/9/25,18589.5591
2020/9/26,19606.7001
2020/9/27,18144.1446
2020/9/28,16591.7478
2020/9/29,17900.7069
2020/9/30,18896.2719
2020/10/1,18158.0961
2020/10/2,17523.6405
2020/10/3,18295.8807
2020/10/4,19581.5556
2020/10/5,20031.7347
2020/10/6,18015.0075
2020/10/7,15981.1671
2020/10/8,15437.9334
2020/10/9,14721.4632
2020/10/10,14794.8477
2020/10/11,16264.1166
2020/10/12,16413.3027
2020/10/13,17448.9399
2020/10/14,16960.971
2020/10/15,16951.4121
2020/10/16,18184.2939
2020/10/17,16803.6378
2020/10/18,16179.3507
2020/10/19,15581.025
2020/10/20,14919.5283
2020/10/21,15367.7529
2020/10/22,14927.5734
2020/10/23,14849.5794
2020/10/24,14756.3133
2020/10/25,15440.0574
2020/10/26,15387.6555
2020/10/27,16267.3344
2020/10/28,17117.2038
2020/10/29,16323.5064
2020/10/30,15631.5792
2020/10/31,15920.1504
2020/11/1,16243.2618
2020/11/2,15934.7448
2020/11/3,15006.3342
2020/11/4,15417.5154
2020/11/5,15300.2652
2020/11/6,15229.7478
2020/11/7,15780.2586
2020/11/8,16436.5776
2020/11/9,15059.463
2020/11/10,15006.2514
2020/11/11,14298.9654
2020/11/12,14317.8522
2020/11/13,14743.8636
2020/11/14,15205.911
2020/11/15,14893.1334
2020/11/16,14689.0152
2020/11/17,15345.2742
2020/11/18,15741.7188
2020/11/19,16790.7396
2020/11/20,1846.782
2020/11/21,13275.1044
2020/11/22,17388.4698
2020/11/23,15838.9038
2020/11/24,14056.1124
2020/11/25,15112.7124
2020/11/26,15479.28
2020/11/27,15074.2344
2020/11/28,14337.1644
2020/11/29,14142.7812
2020/11/30,13795.6152
2020/12/1,13798.656
2020/12/2,13840.7658
2020/12/3,13996.1874
2020/12/4,14359.2468
2020/12/5,14598.5274
2020/12/6,14707.3326
2020/12/7,14012.2404
2020/12/8,14114.9214
2020/12/9,13912.4652
2020/12/10,13741.593
2020/12/11,13777.3428
2020/12/12,13702.206
2020/12/13,13685.0154
2020/12/14,13639.3482
2020/12/15,14249.0442
2020/12/16,14844.3648
2020/12/17,15015.4692
2020/12/18,15167.7414
2020/12/19,15415.821
2020/12/20,15578.2614
2020/12/21,14874.1434
2020/12/22,14674.323
2020/12/23,14441.6292
2020/12/24,14191.023
2020/12/25,14146.059
2020/12/26,14116.0812
2020/12/27,13953.2742
2020/12/28,13488.849
2020/12/29,13980.9942
2020/12/30,13928.6724
2020/12/31,8200.4508
2021/1/1,17048.2704
2021/1/2,15452.2494
2021/1/3,14615.3694
2021/1/4,13877.2128
2021/1/5,13835.883
2021/1/6,14054.8446
2021/1/7,14299.836
2021/1/8,15651.8454
2021/1/9,16282.5168
2021/1/10,15943.9644
2021/1/11,11342.451
2021/1/12,16098.8466
2021/1/13,15922.9944
2021/1/14,15256.2246
2021/1/15,14560.71
2021/1/16,14433.1446
2021/1/17,14039.529
2021/1/18,14215.7634
2021/1/19,13820.0274
2021/1/20,13603.9932
2021/1/21,13334.1162
2021/1/22,13171.311
2021/1/23,13341.4596
2021/1/24,13160.0352
2021/1/25,12691.296
2021/1/27,12887.6934
2021/1/28,12519.5844
2021/1/29,12463.3026
2021/1/30,11400.7842
2021/1/31,5827.3842
2021/2/1,10264.332
2021/2/2,12217.5042
2021/2/3,12304.4484
2021/2/4,12397.1112
2021/2/5,12203.676
2021/2/6,12130.4538
2021/2/7,12085.2396
2021/2/8,11975.1216
2021/2/9,11632.9548
2021/2/10,11047.7244
2021/2/11,10501.4928
2021/2/12,10423.065
2021/2/13,10447.695
2021/2/14,10399.7088
2021/2/15,10657.05
2021/2/16,10889.6484
2021/2/17,10983.309
2021/2/18,11066.0184
2021/2/19,11429.2686
2021/2/20,11587.4532
2021/2/21,12279.6606
2021/2/22,12301.0218
2021/2/23,10237.9884
2021/2/24,13581.2742
2021/2/25,13529.7504
2021/2/26,13469.7936
2021/2/27,12607.7538
2021/2/28,12521.6016
2021/3/1,12754.677
2021/3/2,13277.8956
2021/3/3,13447.3176
2021/3/4,13521.9408
2021/3/5,13249.4808
2021/3/6,13713.2352
2021/3/7,13632.3594
2021/3/8,13452.6312
2021/3/9,13460.7894
2021/3/10,13775.0682
2021/3/11,13787.7888
2021/3/12,13984.3566
2021/3/13,14605.92
2021/3/14,14795.5686
2021/3/15,14410.617
2021/3/16,14593.419
2021/3/17,15698.0748
2021/3/18,16180.1562
2021/3/19,16256.9064
2021/3/20,16477.2234
2021/3/21,15571.9524
2021/3/22,13110.1818
2021/3/23,13082.415
2021/3/24,13310.3016
2021/3/25,13358.6916
2021/3/26,13442.8242
2021/3/27,14486.2728
2021/3/28,14884.935
2021/3/29,15809.007
2021/3/30,16574.6874
2021/3/31,17465.0682
2021/4/1,16972.098
2021/4/2,17254.0848
2021/4/3,17482.2822
2021/4/4,17001.9444
2021/4/5,14488.5486
2021/4/6,14622.2964
2021/4/7,15738.7146
2021/4/8,15829.4976
2021/4/9,14039.0136
2021/4/10,14140.6938
2021/4/11,14539.998
2021/4/12,15111.1302
2021/4/13,16479.7806
2021/4/14,17270.0064
2021/4/15,17363.523
2021/4/16,16938.603
2021/4/17,16289.229
2021/4/18,345.15
2021/4/19,15465.2208
2021/4/20,15616.812
2021/4/21,15593.7246
2021/4/22,16142.4126
2021/4/23,17304.231
2021/4/24,18782.2506
2021/4/25,18732.522
2021/4/26,1227.6444
2021/4/27,1943.6016
2021/4/28,3601.419
2021/4/29,2872.797
2021/4/30,4419.0504
2021/5/1,4315.7286
2021/5/2,8857.7874
2021/5/3,2819.5002
2021/5/4,16895.9346
2021/5/5,16334.5986
2021/5/6,16784.1042
2021/5/7,17516.367
2021/5/8,19219.539
2021/5/9,20413.4118
2021/5/10,20121.6726
2021/5/11,17564.8548
2021/5/12,20908.4442
2021/5/13,14270.769
2021/5/14,22065.0366
2021/5/15,22326.8922
2021/5/16,22243.2288
2021/5/17,21731.3556
2021/5/18,22419.1518
2021/5/19,17784.8898
2021/5/20,6585.2334
2021/5/21,22895.136
2021/5/22,23627.3424
2021/5/23,23314.2108
2021/5/24,22503.7644
2021/5/25,21589.371
2021/5/26,20877.4992
2021/5/27,13023.4536
2021/5/28,16701.3048
2021/5/29,17176.2444
2021/5/30,20411.2728
2021/5/31,20803.5312
2021/6/1,19063.0548
2021/6/2,17410.1322
2021/6/3,16251.2268
2021/6/4,18375.843
2021/6/5,15238.965
2021/6/6,16247.799
2021/6/7,17432.2134
2021/6/8,17944.2822
2021/6/9,18212.8062
2021/6/10,18202.4724
2021/6/11,12726.8586
2021/6/12,16715.967
2021/6/13,16456.6218
2021/6/14,16793.8782
2021/6/15,16765.7862
2021/6/16,18187.2816
2021/6/17,18845.178
2021/6/18,18767.3184
2021/6/19,15048.2652
2021/6/20,16203.5874
2021/6/21,19927.4208
2021/6/22,17928.7158
2021/6/23,17270.9016
2021/6/24,16156.4184
2021/6/25,11965.6116
2021/6/26,16925.7552
2021/6/27,16833.9774
2021/6/28,18827.0388
2021/6/29,19659.3186
2021/6/30,19758.4542
2021/7/1,19981.2822
2021/7/2,20544.5274
2021/7/3,18838.206
2021/7/4,19047.831
2021/7/5,20956.9008
2021/7/6,21031.626
2021/7/7,21234.4572
2021/7/8,20331.3138
2021/7/9,18664.221
2021/7/10,21751.0938
2021/7/11,22199.1264
2021/7/12,22132.2198
2021/7/13,22137.084
2021/7/14,22468.2126
2021/7/15,23125.2972
2021/7/16,18249.1632
2021/7/17,19982.9418
2021/7/18,21580.623
2021/7/19,21258.399
2021/7/20,20655.7632
2021/7/21,19812.0582
2021/7/22,19778.7672
2021/7/23,14031.795
2021/7/24,22758.6372
2021/7/25,23090.622
2021/7/26,22720.005
2021/7/27,23687.238
2021/7/28,23449.8384
2021/7/29,20888.145
2021/7/30,22232.9544
2021/7/31,15069.1494
2021/8/1,22266.6384
2021/8/2,18899.0838
2021/8/3,21367.9554
2021/8/4,21044.6664
2021/8/5,20531.1954
2021/8/6,20614.9998
2021/8/7,20569.974
2021/8/8,17329.776
2021/8/9,64.32
2021/8/10,19633.0596
2021/8/11,19621.6806
2021/8/12,19902.8316
2021/8/13,15184.284
2021/8/14,18629.4642
2021/8/15,20736.8106
2021/8/16,19783.662
2021/8/17,20360.0694
2021/8/18,20869.9212
2021/8/19,20485.686
2021/8/20,14278.8336
2021/8/21,19589.4066
2021/8/22,21758.5752
2021/8/23,21717.7368
2021/8/24,22368.5466
2021/8/25,22183.0182
2021/8/26,21300.2916
2021/8/27,19815.7638
2021/8/28,20820.249
2021/8/29,21679.5828
2021/8/30,21036.5868
2021/8/31,21291.3042
