date,kw
2020/5/10,1750.2672
2020/5/11,1592.9472
2020/5/12,1526.1972
2020/5/13,1552.4052
2020/5/14,1543.7412
2020/5/15,1596.978
2020/5/16,1615.0356
2020/5/17,1269.6384
2020/5/18,1291.2756
2020/5/19,1155.4716
2020/5/20,1598.5428
2020/5/21,1607.9532
2020/5/22,1702.5876
2020/5/23,1200.6048
2020/5/24,1531.5972
2020/5/25,1561.8804
2020/5/26,1670.1072
2020/5/27,1591.3848
2020/5/28,1498.0572
2020/5/29,1653.2292
2020/5/30,1613.1492
2020/5/31,1575.1992
2020/6/1,1571.7432
2020/6/2,1521.624
2020/6/3,1544.4648
2020/6/4,1658.4792
2020/6/5,1668.8964
2020/6/6,1592.5596
2020/6/7,1529.3268
2020/6/8,1603.4508
2020/6/9,1689.6636
2020/6/10,1537.8432
2020/6/11,1714.7412
2020/6/12,1706.562
2020/6/13,1721.886
2020/6/14,1690.2648
2020/6/15,1608.609
2020/6/16,1634.2104
2020/6/17,1647.0264
2020/6/18,1647.2826
2020/6/19,1345.365
2020/6/20,1735.1004
2020/6/21,1691.7084
2020/6/22,1803.6612
2020/6/23,1858.086
2020/6/24,1857.7962
2020/6/25,1759.9206
2020/6/26,1672.9776
2020/6/27,1762.3326
2020/6/28,1747.1208
2020/6/29,1369.2852
2020/6/30,1713.63
2020/7/1,1836.4044
2020/7/2,1769.334
2020/7/3,23.544
2020/7/4,1242.0468
2020/7/5,1506.2094
2020/7/6,1629.5448
2020/7/7,1675.512
2020/7/8,1585.6368
2020/7/9,1531.5534
2020/7/10,1390.1334
2020/7/11,1422.5544
2020/7/12,1174.8948
2020/7/13,1419.0174
2020/7/14,1540.5714
2020/7/15,1846.2684
2020/7/16,1845.882
2020/7/17,1425.5856
2020/7/18,1712.5218
2020/7/19,1559.4228
2020/7/20,1386.5346
2020/7/21,1406.256
2020/7/22,1393.6314
2020/7/23,1478.9862
2020/7/24,1459.6842
2020/7/25,1581.1758
2020/7/26,1714.9326
2020/7/27,1521.5544
2020/7/28,1329.561
2020/7/29,1629.0558
2020/7/30,1506.1938
2020/7/31,1301.2902
2020/8/1,982.9374
2020/8/2,1127.2428
2020/8/3,1106.4168
2020/8/4,1277.241
2020/8/5,1309.7214
2020/8/6,1172.9958
2020/8/7,1333.8696
2020/8/8,1197.2364
2020/8/9,1398.9336
2020/8/10,1656.4968
2020/8/11,1435.6884
2020/8/12,1688.4492
2020/8/13,1319.4948
2020/8/14,1216.614
2020/8/15,1548.726
2020/8/16,1532.388
2020/8/17,1550.3466
2020/8/18,1253.9514
2020/8/19,1478.6076
2020/8/20,1495.0728
2020/8/21,1502.0394
2020/8/22,1602.7686
2020/8/23,1622.004
2020/8/24,1674.2112
2020/8/25,1372.4928
2020/8/26,1717.8594
2020/8/27,1546.7148
2020/8/28,598.116
2020/8/29,0
2020/8/30,1668.2364
2020/8/31,1542.441
2020/9/1,1698.0888
2020/9/2,1706.9448
2020/9/3,1751.5698
2020/9/4,1813.0416
2020/9/5,1710.5064
2020/9/6,1575.705
2020/9/7,1668.7188
2020/9/8,1473.4572
2020/9/9,1638.7866
2020/9/10,1592.4348
2020/9/11,1662.0078
2020/9/12,1541.6916
2020/9/13,1515.3324
2020/9/14,1591.0548
2020/9/15,1566.6504
2020/9/16,1555.1946
2020/9/17,1596.2616
2020/9/18,1602.5592
2020/9/19,1451.2854
2020/9/20,1463.8104
2020/9/21,1577.1078
2020/9/22,1613.8734
2020/9/23,1687.1658
2020/9/24,1559.8536
2020/9/25,1461.111
2020/9/26,1522.6932
2020/9/27,1409.559
2020/9/28,1341.2988
2020/9/29,1432.1094
2020/9/30,1548.3666
2020/10/1,1300.6836
2020/10/2,1346.6652
2020/10/3,1428.4512
2020/10/4,1451.808
2020/10/5,1441.7022
2020/10/6,1308.0138
2020/10/7,1207.4724
2020/10/8,1186.788
2020/10/9,1179.9726
2020/10/10,1200.5466
2020/10/11,1220.3946
2020/10/12,1316.2944
2020/10/13,1375.1688
2020/10/14,1383.768
2020/10/15,1388.4564
2020/10/16,1331.2974
2020/10/17,1270.4202
2020/10/18,1080.162
2020/10/19,1148.0682
2020/10/20,1137.1806
2020/10/21,1154.4204
2020/10/22,1109.9952
2020/10/23,1185.1482
2020/10/24,1190.0844
2020/10/25,1074.465
2020/10/26,1172.6898
2020/10/27,1214.9514
2020/10/28,1261.0992
2020/10/29,1282.0326
2020/10/30,1220.8494
2020/10/31,1221.477
2020/11/1,1222.635
2020/11/2,1267.5648
2020/11/3,1082.5488
2020/11/4,1143.2244
2020/11/5,1169.586
2020/11/6,1225.2384
2020/11/7,1245.0954
2020/11/8,1173.96
2020/11/9,1233.8448
2020/11/10,1219.1514
2020/11/11,1154.0442
2020/11/12,1189.9932
2020/11/13,1132.1412
2020/11/14,1189.8072
2020/11/15,1188.6648
2020/11/16,1205.2884
2020/11/17,1248.8616
2020/11/18,1297.7748
2020/11/19,1358.8614
2020/11/20,10.638
2020/11/21,21.564
2020/11/22,1348.248
2020/11/23,1224.63
2020/11/24,987.975
2020/11/25,1188.6942
2020/11/26,1241.7924
2020/11/27,1142.0052
2020/11/28,1087.6656
2020/11/29,951.5064
2020/11/30,1066.0116
2020/12/1,1091.0298
2020/12/2,1062.2388
2020/12/3,1076.898
2020/12/4,1081.1244
2020/12/5,981.0714
2020/12/6,981.9876
2020/12/7,1058.0574
2020/12/8,978.0132
2020/12/9,1021.59
2020/12/10,1032.6468
2020/12/11,1044.5304
2020/12/12,944.709
2020/12/13,1016.4258
2020/12/14,1039.8576
2020/12/15,1069.3044
2020/12/16,1115.6514
2020/12/17,1138.3194
2020/12/18,1104.6192
2020/12/19,1085.2446
2020/12/20,1086.6318
2020/12/21,1053.4686
2020/12/22,1066.308
2020/12/23,1013.7558
2020/12/24,1024.2258
2020/12/25,1010.007
2020/12/26,1015.1808
2020/12/27,977.3118
2020/12/28,1018.191
2020/12/29,1044.8364
2020/12/30,1045.4406
2020/12/31,956.3622
2021/1/1,862.5696
2021/1/2,844.3968
2021/1/3,861.2502
2021/1/4,976.0704
2021/1/5,1055.3982
2021/1/6,1049.4306
2021/1/7,1025.8548
2021/1/8,1139.8818
2021/1/9,1158.5418
2021/1/10,1150.0824
2021/1/11,562.9416
2021/1/12,1028.7426
2021/1/13,1159.5552
2021/1/14,1109.625
2021/1/15,1103.0412
2021/1/16,1057.9746
2021/1/17,939.813
2021/1/18,1155.3084
2021/1/19,1109.0676
2021/1/20,1054.9842
2021/1/21,1010.4936
2021/1/22,1068.0666
2021/1/23,812.0676
2021/1/24,1002.8286
2021/1/25,1008.1842
2021/1/27,1001.964
2021/1/28,990.2586
2021/1/29,905.3592
2021/1/30,792.5484
2021/1/31,322.5294
2021/2/1,797.0856
2021/2/2,963.3258
2021/2/3,958.7562
2021/2/4,950.3376
2021/2/5,917.2368
2021/2/6,786.1752
2021/2/7,924.912
2021/2/8,916.7898
2021/2/9,934.2762
2021/2/10,922.9164
2021/2/11,335.5752
2021/2/12,363.5088
2021/2/13,360.93
2021/2/14,415.3686
2021/2/15,476.9262
2021/2/16,566.4696
2021/2/17,402.3618
2021/2/18,555.7716
2021/2/19,752.6172
2021/2/20,722.175
2021/2/21,602.5632
2021/2/22,939.2616
2021/2/23,927.8658
2021/2/24,1004.0694
2021/2/25,219.27
2021/2/26,844.7748
2021/2/27,981.708
2021/2/28,837.714
2021/3/1,958.7394
2021/3/2,822.4848
2021/3/3,984.0498
2021/3/4,976.7802
2021/3/5,997.5132
2021/3/6,1073.5092
2021/3/7,973.7898
2021/3/8,1021.9236
2021/3/9,1029.0738
2021/3/10,1005.7746
2021/3/11,1045.281
2021/3/12,1096.701
2021/3/13,888.8988
2021/3/14,871.6518
2021/3/15,841.9458
2021/3/16,962.2254
2021/3/17,968.1468
2021/3/18,1010.7702
2021/3/19,1039.359
2021/3/20,983.4186
2021/3/21,879.0912
2021/3/22,816.207
2021/3/23,816.711
2021/3/24,832.3026
2021/3/25,829.2654
2021/3/26,869.715
2021/3/27,927.4992
2021/3/28,973.8762
2021/3/29,1021.8654
2021/3/30,1095.4842
2021/3/31,1116.0726
2021/4/1,1112.2338
2021/4/2,1116.4734
2021/4/3,1082.8512
2021/4/4,984.2502
2021/4/5,906.0432
2021/4/6,912.1062
2021/4/7,1070.0532
2021/4/8,989.4252
2021/4/9,882.7596
2021/4/10,842.6862
2021/4/11,935.667
2021/4/12,953.607
2021/4/13,1017.2202
2021/4/14,1057.1376
2021/4/15,1133.7366
2021/4/16,720.4896
2021/4/17,992.1078
2021/4/18,6.192
2021/4/19,989.7774
2021/4/20,985.398
2021/4/21,1045.74
2021/4/22,1025.4378
2021/4/23,1113.0912
2021/4/24,1095.6726
2021/4/25,1129.8396
2021/4/26,13.6008
2021/4/27,5.688
2021/4/28,14.88
2021/4/29,120.396
2021/4/30,208.3932
2021/5/1,168.0432
2021/5/2,114.75
2021/5/3,12.0144
2021/5/4,1089.3066
2021/5/5,1033.9356
2021/5/6,1100.9772
2021/5/7,1132.4094
2021/5/8,1210.0494
2021/5/9,1274.0718
2021/5/10,1292.2812
2021/5/11,1305.882
2021/5/12,1337.2152
2021/5/13,1209.2472
2021/5/14,1409.2098
2021/5/15,1325.4378
2021/5/16,1212.3702
2021/5/17,1375.3932
2021/5/18,1383.102
2021/5/19,1109.6334
2021/5/20,8.64
2021/5/21,1134.2928
2021/5/22,1351.728
2021/5/23,1299.6036
2021/5/24,1332.9684
2021/5/25,1190.6322
2021/5/26,1334.055
2021/5/27,617.5488
2021/5/28,1041.5382
2021/5/29,638.9964
2021/5/30,1413.99
2021/5/31,1464.6654
2021/6/1,1343.1666
2021/6/2,1293.2976
2021/6/3,841.7814
2021/6/4,1286.4702
2021/6/5,1184.1012
2021/6/6,1216.8426
2021/6/7,1355.6454
2021/6/8,1444.7316
2021/6/9,1513.7418
2021/6/10,1559.823
2021/6/11,1071.0084
2021/6/12,1019.4798
2021/6/13,1433.1084
2021/6/14,1394.4642
2021/6/15,1443.2676
2021/6/16,1500.7812
2021/6/17,1594.2252
2021/6/18,1521.8712
2021/6/19,1040.1696
2021/6/20,1521.5004
2021/6/21,1427.181
2021/6/22,1373.448
2021/6/23,1303.5066
2021/6/24,1282.029
2021/6/25,922.1736
2021/6/26,1289.3568
2021/6/27,1217.2548
2021/6/28,1076.1
2021/6/29,1493.5368
2021/6/30,1532.2632
2021/7/1,1571.9358
2021/7/2,1557.537
2021/7/3,1100.6844
2021/7/4,1447.9386
2021/7/5,1552.4106
2021/7/6,1463.6604
2021/7/7,1558.6386
2021/7/8,1400.0742
2021/7/9,1110.2556
2021/7/10,1411.9092
2021/7/11,1547.4792
2021/7/12,1580.499
2021/7/13,1501.5396
2021/7/14,1429.5828
2021/7/15,1511.5464
2021/7/16,1077.3912
2021/7/17,901.4544
2021/7/18,1326.2322
2021/7/19,1439.0916
2021/7/20,1354.2444
2021/7/21,1408.9296
2021/7/22,1454.0418
2021/7/23,1120.1688
2021/7/24,1480.6656
2021/7/25,1454.5404
2021/7/26,1468.9074
2021/7/27,1455.2022
2021/7/28,1478.418
2021/7/29,978.858
2021/7/30,1460.7936
2021/7/31,869.751
2021/8/1,1429.0116
2021/8/2,1265.0892
2021/8/3,1371.3354
2021/8/4,1400.9634
2021/8/5,1362.849
2021/8/6,1424.0394
2021/8/7,1394.8116
2021/8/8,1354.5588
2021/8/9,1067.7954
2021/8/10,1389.7608
2021/8/11,1391.8596
2021/8/12,1405.3104
2021/8/13,1406.8302
2021/8/14,1499.4042
2021/8/15,1283.7432
2021/8/16,1388.7942
2021/8/17,1421.9898
2021/8/18,1319.9838
2021/8/19,1290.7422
2021/8/20,986.3232
2021/8/21,864.5856
2021/8/22,1330.9254
2021/8/23,1355.2584
2021/8/24,1379.538
2021/8/25,1423.626
2021/8/26,1431.555
2021/8/27,1416.9294
2021/8/28,1291.5816
2021/8/29,1420.2804
2021/8/30,1434.9684
2021/8/31,1401.9822
